ID,R,G,B,Saturação,Claros,Escuros,Textura,Circularidade,ehBom
175,47,46,42,27.119442143054403,0,4836,18.14429100535178,0.8097631146247196,0
176,55,52,48,33.1284417106034,0,3655,19.456725630259694,0.8342549286955594,0
177,105,103,98,22.19335347432024,0,25,34.54285753747986,0.0017458546742855326,0
178,101,98,91,28.362924281984334,0,7,27.653019225482453,0.002548764651658467,0
179,107,106,101,17.641509433962263,0,0,24.02798134174289,0.001544206742979321,0
180,97,96,92,17.031347962382444,0,1,26.255269885211902,0.002655467284775636,0
181,86,85,81,18.59469696969697,0,14,22.828847511340808,0.002264227587464113,0
182,46,45,42,28.261782786885245,0,3896,19.254492403376016,0.7981707511163473,0
183,44,43,39,30.221513836136733,0,5242,18.529275946508815,0.8081783023946876,0
184,171,162,146,38.2589641434263,3,0,19.965484256045173,0.0025504127090406597,0
185,105,104,99,16.903030303030302,0,6,26.556306761931197,0.0021082750683425605,0
186,49,47,43,34.04887218045113,0,3865,22.51900366525736,0.7222547742336328,0
187,113,110,105,19.18095238095238,0,0,21.192896597991318,0.001510312051872415,0
